River Flow Rate (m³/s),Temperature Drop (ΔT) (°C),Heat Extraction Potential (kWh),COP (Coefficient of Performance),Heat Pump Output (kWh)
20.78,3,938092320.0,4,3752369280.0
48.92,3,2208444480.0,4,8833777920.0
25.58,3,1154783519.9999998,4,4619134079.999999
35.39,3,1597646160.0000002,4,6390584640.000001
46.95,3,2119510800.0,4,8478043200.0
32.33,3,1459505519.9999998,4,5838022079.999999
11.92,3,538116480.0,4,2152465920.0
10.09,3,455502959.99999994,4,1822011839.9999998
24.73,3,1116411120.0,4,4465644480.0
15.59,3,703794960.0,4,2815179840.0
28.1,3,1268546400.0,4,5074185600.0
27.4,3,1236945600.0,4,4947782400.0
15.98,3,721401120.0,4,2885604480.0
31.06,3,1402172639.9999998,4,5608690559.999999
24.38,3,1100610720.0,4,4402442880.0
16.28,3,734944320.0,4,2939777280.0
26.5,3,1196316000.0,4,4785264000.0
14.6,3,659102400.0,4,2636409600.0
16.3,3,735847200.0,4,2943388800.0
37.19,3,1678905360.0,4,6715621440.0
35.87,3,1619315280.0,4,6477261120.0
26.33,3,1188641519.9999998,4,4754566079.999999
44.84,3,2024256960.0000002,4,8097027840.000001
31.52,3,1422938880.0,4,5691755520.0
34.29,3,1547987760.0,4,6191951040.0
31.08,3,1403075519.9999998,4,5612302079.999999
13.92,3,628404480.0,4,2513617920.0
18.66,3,842387040.0,4,3369548160.0
24.38,3,1100610720.0,4,4402442880.0
42.82,3,1933066080.0000002,4,7732264320.000001
40.87,3,1845035280.0,4,7380141120.0
40.39,3,1823366160.0000002,4,7293464640.000001
19.16,3,864959040.0,4,3459836160.0
36.82,3,1662202080.0,4,6648808320.0
20.34,3,918228960.0,4,3672915840.0
16.07,3,725464080.0000001,4,2901856320.0000005
42.76,3,1930357440.0,4,7721429760.0
13.15,3,593643600.0,4,2374574400.0
11.27,3,508772879.99999994,4,2035091519.9999998
37.85,3,1708700400.0,4,6834801600.0
11.14,3,502904160.0,4,2011616640.0
16.19,3,730881360.0,4,2923525440.0
15.28,3,689800319.9999999,4,2759201279.9999995
27.58,3,1245071519.9999998,4,4980286079.999999
27.73,3,1251843120.0,4,5007372480.0
27.5,3,1241460000.0,4,4965840000.0
46.71,3,2108676240.0,4,8434704960.0
35.76,3,1614349439.9999998,4,6457397759.999999
10.11,3,456405840.0,4,1825623360.0
30.47,3,1375537680.0,4,5502150720.0
10.26,3,463177440.0,4,1852709760.0
46.76,3,2110933440.0,4,8443733760.0
49.47,3,2233273679.9999995,4,8933094719.999998
35.21,3,1589520240.0,4,6358080960.0
29.99,3,1353868560.0,4,5415474240.0
32.33,3,1459505519.9999998,4,5838022079.999999
48.01,3,2167363440.0,4,8669453760.0
25.7,3,1160200800.0,4,4640803200.0
48.2,3,2175940800.0,4,8703763200.0
11.69,3,527733360.0,4,2110933440.0
44.59,3,2012970960.0000002,4,8051883840.000001
31.14,3,1405784160.0000002,4,5623136640.000001
27.66,3,1248683040.0,4,4994732160.0
11.68,3,527281919.99999994,4,2109127679.9999998
42.27,3,1908236880.0000002,4,7632947520.000001
15.68,3,707857919.9999999,4,2831431679.9999995
42.19,3,1904625360.0,4,7618501440.0
22.09,3,997230959.9999999,4,3988923839.9999995
17.5,3,790020000.0,4,3160080000.0
21.0,3,948024000.0,4,3792096000.0
23.58,3,1064495519.9999999,4,4257982079.9999995
36.79,3,1660847760.0,4,6643391040.0
36.32,3,1639630080.0,4,6558520320.0
18.26,3,824329440.0000001,4,3297317760.0000005
48.3,3,2180455200.0,4,8721820800.0
33.46,3,1510518240.0,4,6042072960.0
27.79,3,1254551760.0,4,5018207040.0
35.35,3,1595840400.0,4,6383361600.0
40.68,3,1836457920.0,4,7345831680.0
32.25,3,1455894000.0,4,5823576000.0
23.06,3,1041020639.9999999,4,4164082559.9999995
27.79,3,1254551760.0,4,5018207040.0
38.25,3,1726758000.0,4,6907032000.0
14.24,3,642850560.0,4,2571402240.0
29.83,3,1346645519.9999998,4,5386582079.999999
19.12,3,863153280.0000001,4,3452613120.0000005
26.33,3,1188641519.9999998,4,4754566079.999999
28.89,3,1304210160.0000002,4,5216840640.000001
22.42,3,1012128480.0000001,4,4048513920.0000005
43.89,3,1981370160.0,4,7925480640.0
39.81,3,1797182640.0,4,7188730560.0
11.84,3,534504960.0,4,2138019840.0
49.79,3,2247719760.0,4,8990879040.0
11.96,3,539922240.0000001,4,2159688960.0000005
43.59,3,1967826960.0000002,4,7871307840.000001
15.32,3,691606080.0000001,4,2766424320.0000005
34.62,3,1562885280.0,4,6251541120.0
34.29,3,1547987760.0,4,6191951040.0
16.38,3,739458719.9999999,4,2957834879.9999995
24.1,3,1087970400.0,4,4351881600.0
31.65,3,1428807600.0,4,5715230400.0
28.54,3,1288409760.0,4,5153639040.0
36.03,3,1626538320.0,4,6506153280.0
30.94,3,1396755360.0000002,4,5587021440.000001
23.83,3,1075781519.9999998,4,4303126079.999999
40.21,3,1815240240.0,4,7260960960.0
20.67,3,933126480.0000001,4,3732505920.0000005
25.62,3,1156589280.0,4,4626357120.0
11.61,3,524121840.0,4,2096487360.0
23.17,3,1045986480.0000001,4,4183945920.0000005
26.97,3,1217533680.0,4,4870134720.0
35.57,3,1605772080.0,4,6423088320.0
11.79,3,532247759.99999994,4,2128991039.9999998
29.59,3,1335810960.0,4,5343243840.0
25.57,3,1154332080.0,4,4617328320.0
34.99,3,1579588560.0000002,4,6318354240.000001
46.52,3,2100098880.0000002,4,8400395520.000001
44.34,3,2001684960.0000002,4,8006739840.000001
27.47,3,1240105680.0,4,4960422720.0
36.49,3,1647304560.0000002,4,6589218240.000001
16.94,3,764739360.0,4,3058957440.0
33.53,3,1513678320.0,4,6054713280.0
39.94,3,1803051360.0,4,7212205440.0
41.62,3,1878893280.0,4,7515573120.0
29.89,3,1349354160.0000002,4,5397416640.000001
25.29,3,1141691760.0,4,4566767040.0
44.31,3,2000330640.0,4,8001322560.0
23.38,3,1055466720.0,4,4221866880.0
21.73,3,980979120.0,4,3923916480.0
26.78,3,1208956320.0,4,4835825280.0
38.18,3,1723597920.0,4,6894391680.0
13.48,3,608541120.0,4,2434164480.0
43.95,3,1984078800.0,4,7936315200.0
22.46,3,1013934240.0000001,4,4055736960.0000005
45.93,3,2073463919.9999998,4,8293855679.999999
22.38,3,1010322720.0,4,4041290880.0
25.98,3,1172841120.0,4,4691364480.0
43.25,3,1952478000.0,4,7809912000.0
45.93,3,2073463919.9999998,4,8293855679.999999
35.16,3,1587263039.9999998,4,6349052159.999999
44.33,3,2001233519.9999998,4,8004934079.999999
24.21,3,1092936240.0,4,4371744960.0
14.31,3,646010640.0,4,2584042560.0
25.31,3,1142594639.9999998,4,4570378559.999999
45.4,3,2049537600.0,4,8198150400.0
10.15,3,458211600.0,4,1832846400.0
39.57,3,1786348080.0,4,7145392320.0
47.32,3,2136214080.0000002,4,8544856320.000001
19.17,3,865410480.0000001,4,3461641920.0000005
30.21,3,1363800240.0,4,5455200960.0
49.05,3,2214313200.0,4,8857252800.0
25.58,3,1154783519.9999998,4,4619134079.999999
34.6,3,1561982400.0,4,6247929600.0
33.55,3,1514581199.9999998,4,6058324799.999999
37.91,3,1711409039.9999998,4,6845636159.999999
17.58,3,793631519.9999999,4,3174526079.9999995
35.39,3,1597646160.0000002,4,6390584640.000001
38.72,3,1747975680.0,4,6991902720.0
35.49,3,1602160560.0000002,4,6408642240.000001
29.91,3,1350257040.0,4,5401028160.0
31.17,3,1407138480.0000002,4,5628553920.000001
48.67,3,2197158480.0,4,8788633920.0
40.67,3,1836006480.0000002,4,7344025920.000001
34.74,3,1568302560.0000002,4,6273210240.000001
15.68,3,707857919.9999999,4,2831431679.9999995
12.38,3,558882720.0,4,2235530880.0
18.21,3,822072240.0000001,4,3288288960.0000005
29.66,3,1338971040.0,4,5355884160.0
26.51,3,1196767440.0,4,4787069760.0
22.97,3,1036957680.0,4,4147830720.0
19.11,3,862701840.0,4,3450807360.0
49.3,3,2225599200.0,4,8902396800.0
37.15,3,1677099600.0,4,6708398400.0
42.75,3,1929906000.0,4,7719624000.0
43.76,3,1975501440.0,4,7902005760.0
13.13,3,592740720.0,4,2370962880.0
11.43,3,515995919.99999994,4,2063983679.9999998
38.17,3,1723146480.0000002,4,6892585920.000001
15.35,3,692960400.0,4,2771841600.0
31.61,3,1427001839.9999998,4,5708007359.999999
13.08,3,590483520.0,4,2361934080.0
15.08,3,680771520.0,4,2723086080.0
35.92,3,1621572480.0000002,4,6486289920.000001
21.94,3,990459360.0000001,4,3961837440.0000005
39.74,3,1794022560.0000002,4,7176090240.000001
17.53,3,791374320.0,4,3165497280.0
28.99,3,1308724560.0,4,5234898240.0
18.51,3,835615440.0000001,4,3342461760.0000005
26.27,3,1185932880.0,4,4743731520.0
13.35,3,602672400.0,4,2410689600.0
21.79,3,983687759.9999999,4,3934751039.9999995
24.69,3,1114605360.0000002,4,4458421440.000001
18.95,3,855478800.0,4,3421915200.0
10.62,3,479429279.99999994,4,1917717119.9999998
39.61,3,1788153839.9999998,4,7152615359.999999
26.44,3,1193607360.0000002,4,4774429440.000001
41.55,3,1875733199.9999998,4,7502932799.999999
23.24,3,1049146559.9999999,4,4196586239.9999995
31.33,3,1414361519.9999998,4,5657446079.999999
21.33,3,962921519.9999999,4,3851686079.9999995
39.8,3,1796731199.9999998,4,7186924799.999999
30.73,3,1387275120.0,4,5549100480.0
16.1,3,726818400.0000001,4,2907273600.0000005
18.56,3,837872640.0,4,3351490560.0
39.68,3,1791313920.0,4,7165255680.0
11.93,3,538567919.9999999,4,2154271679.9999995
18.87,3,851867280.0000001,4,3407469120.0000005
18.93,3,854575919.9999999,4,3418303679.9999995
22.85,3,1031540400.0,4,4126161600.0
17.26,3,779185440.0000001,4,3116741760.0000005
16.15,3,729075599.9999999,4,2916302399.9999995
13.54,3,611249759.9999999,4,2444999039.9999995
33.9,3,1530381600.0,4,6121526400.0
19.14,3,864056160.0,4,3456224640.0
31.07,3,1402624080.0,4,5610496320.0
35.16,3,1587263039.9999998,4,6349052159.999999
33.6,3,1516838400.0,4,6067353600.0
43.15,3,1947963600.0,4,7791854400.0
49.13,3,2217924720.0000005,4,8871698880.000002
44.95,3,2029222800.0,4,8116891200.0
35.66,3,1609835039.9999998,4,6439340159.999999
13.71,3,618924240.0000001,4,2475696960.0000005
42.56,3,1921328640.0,4,7685314560.0
18.07,3,815752080.0000001,4,3263008320.0000005
46.67,3,2106870480.0000002,4,8427481920.000001
45.31,3,2045474640.0,4,8181898560.0
11.3,3,510127200.0,4,2040508800.0
45.41,3,2049989039.9999998,4,8199956159.999999
33.39,3,1507358160.0000002,4,6029432640.000001
44.67,3,2016582480.0000002,4,8066329920.000001
12.83,3,579197520.0,4,2316790080.0
49.57,3,2237788080.0,4,8951152320.0
38.59,3,1742106960.0000002,4,6968427840.000001
37.96,3,1713666240.0,4,6854664960.0
24.38,3,1100610720.0,4,4402442880.0
15.76,3,711469440.0,4,2845877760.0
44.64,3,2015228160.0,4,8060912640.0
17.06,3,770156640.0,4,3080626560.0
26.81,3,1210310639.9999998,4,4841242559.999999
19.08,3,861347519.9999999,4,3445390079.9999995
44.19,3,1994913360.0,4,7979653440.0
39.21,3,1770096240.0,4,7080384960.0
18.81,3,849158640.0,4,3396634560.0
42.58,3,1922231519.9999998,4,7688926079.999999
38.08,3,1719083519.9999998,4,6876334079.999999
10.3,3,464983200.00000006,4,1859932800.0000002
46.01,3,2077075440.0,4,8308301760.0
22.08,3,996779519.9999999,4,3987118079.9999995
20.3,3,916423200.0,4,3665692800.0
33.03,3,1491106320.0,4,5964425280.0
32.31,3,1458602640.0,4,5834410560.0
36.86,3,1664007839.9999998,4,6656031359.999999
44.88,3,2026062720.0000002,4,8104250880.000001
30.6,3,1381406400.0,4,5525625600.0
49.18,3,2220181920.0,4,8880727680.0
13.04,3,588677759.9999999,4,2354711039.9999995
13.63,3,615312720.0,4,2461250880.0
28.42,3,1282992480.0000002,4,5131969920.000001
36.3,3,1638727199.9999998,4,6554908799.999999
13.02,3,587774880.0,4,2351099520.0
10.46,3,472206240.00000006,4,1888824960.0000002
48.04,3,2168717760.0,4,8674871040.0
17.49,3,789568559.9999999,4,3158274239.9999995
45.06,3,2034188640.0,4,8136754560.0
23.03,3,1039666320.0,4,4158665280.0
40.14,3,1812080160.0000002,4,7248320640.000001
44.66,3,2016131039.9999998,4,8064524159.999999
15.18,3,685285919.9999999,4,2741143679.9999995
49.97,3,2255845679.9999995,4,9023382719.999998
26.72,3,1206247680.0,4,4824990720.0
25.81,3,1165166639.9999998,4,4660666559.999999
25.85,3,1166972400.0,4,4667889600.0
21.8,3,984139200.0,4,3936556800.0
36.71,3,1657236240.0,4,6628944960.0
39.76,3,1794925439.9999998,4,7179701759.999999
14.92,3,673548480.0,4,2694193920.0
29.78,3,1344388320.0,4,5377553280.0
44.73,3,2019291119.9999998,4,8077164479.999999
17.87,3,806723280.0000001,4,3226893120.0000005
43.74,3,1974598560.0,4,7898394240.0
33.32,3,1504198080.0,4,6016792320.0
41.91,3,1891985039.9999998,4,7567940159.999999
48.98,3,2211153120.0,4,8844612480.0
33.93,3,1531735920.0,4,6126943680.0
44.29,3,1999427760.0,4,7997711040.0
48.57,3,2192644080.0,4,8770576320.0
30.26,3,1366057440.0,4,5464229760.0
14.21,3,641496240.0000001,4,2565984960.0000005
13.07,3,590032080.0000001,4,2360128320.0000005
34.66,3,1564691039.9999998,4,6258764159.999999
20.92,3,944412480.0000001,4,3777649920.0000005
33.97,3,1533541680.0,4,6134166720.0
35.97,3,1623829680.0,4,6495318720.0
12.72,3,574231680.0000001,4,2296926720.0000005
35.81,3,1616606640.0,4,6466426560.0
34.64,3,1563788160.0000002,4,6255152640.000001
37.66,3,1700123039.9999998,4,6800492159.999999
30.79,3,1389983760.0,4,5559935040.0
15.09,3,681222960.0,4,2724891840.0
44.75,3,2020194000.0,4,8080776000.0
26.58,3,1199927519.9999998,4,4799710079.999999
23.2,3,1047340800.0,4,4189363200.0
48.19,3,2175489360.0,4,8701957440.0
30.96,3,1397658240.0,4,5590632960.0
11.11,3,501549840.0,4,2006199360.0
41.68,3,1881601920.0,4,7526407680.0
32.16,3,1451831039.9999998,4,5807324159.999999
44.12,3,1991753279.9999998,4,7967013119.999999
47.19,3,2130345360.0,4,8521381440.0
46.07,3,2079784080.0000002,4,8319136320.000001
45.18,3,2039605919.9999998,4,8158423679.999999
18.1,3,817106400.0000001,4,3268425600.0000005
10.33,3,466337520.0,4,1865350080.0
19.14,3,864056160.0,4,3456224640.0
21.11,3,952989839.9999999,4,3811959359.9999995
24.75,3,1117314000.0,4,4469256000.0
17.6,3,794534400.0000001,4,3178137600.0000005
18.94,3,855027360.0,4,3420109440.0
21.14,3,954344160.0000001,4,3817376640.0000005
14.98,3,676257120.0,4,2705028480.0
36.38,3,1642338720.0,4,6569354880.0
44.69,3,2017485360.0,4,8069941440.0
43.87,3,1980467279.9999998,4,7921869119.999999
12.57,3,567460080.0000001,4,2269840320.0000005
12.37,3,558431280.0,4,2233725120.0
17.3,3,780991200.0,4,3123964800.0
27.01,3,1219339440.0,4,4877357760.0
36.54,3,1649561760.0,4,6598247040.0
13.61,3,614409840.0,4,2457639360.0
35.86,3,1618863839.9999998,4,6475455359.999999
27.47,3,1240105680.0,4,4960422720.0
27.86,3,1257711839.9999998,4,5030847359.999999
23.98,3,1082553120.0,4,4330212480.0
36.63,3,1653624720.0,4,6614498880.0
26.81,3,1210310639.9999998,4,4841242559.999999
11.86,3,535407840.0,4,2141631360.0
16.8,3,758419200.0,4,3033676800.0
32.9,3,1485237600.0,4,5940950400.0
33.04,3,1491557760.0,4,5966231040.0
44.53,3,2010262320.0000002,4,8041049280.000001
28.78,3,1299244320.0,4,5196977280.0
16.66,3,752099040.0,4,3008396160.0
32.04,3,1446413760.0,4,5785655040.0
42.64,3,1924940160.0,4,7699760640.0
42.59,3,1922682960.0000002,4,7690731840.000001
39.47,3,1781833680.0,4,7127334720.0
42.58,3,1922231519.9999998,4,7688926079.999999
27.29,3,1231979760.0,4,4927919040.0
20.99,3,947572559.9999999,4,3790290239.9999995
25.25,3,1139886000.0,4,4559544000.0
40.84,3,1843680960.0000002,4,7374723840.000001
31.78,3,1434676320.0,4,5738705280.0
13.13,3,592740720.0,4,2370962880.0
25.56,3,1153880639.9999998,4,4615522559.999999
21.76,3,982333440.0000001,4,3929333760.0000005
13.78,3,622084319.9999999,4,2488337279.9999995
45.58,3,2057663519.9999998,4,8230654079.999999
37.62,3,1698317280.0,4,6793269120.0
35.44,3,1599903360.0,4,6399613440.0
20.07,3,906040080.0000001,4,3624160320.0000005
16.65,3,751647599.9999999,4,3006590399.9999995
41.0,3,1850904000.0,4,7403616000.0
48.3,3,2180455200.0,4,8721820800.0
40.06,3,1808468640.0,4,7233874560.0
28.94,3,1306467360.0000002,4,5225869440.000001
38.69,3,1746621360.0,4,6986485440.0
41.87,3,1890179279.9999998,4,7560717119.999999
41.86,3,1889727840.0,4,7558911360.0
22.94,3,1035603360.0000001,4,4142413440.0000005
44.23,3,1996719119.9999998,4,7986876479.999999
43.1,3,1945706400.0,4,7782825600.0
28.63,3,1292472720.0,4,5169890880.0
17.4,3,785505599.9999999,4,3142022399.9999995
41.8,3,1887019199.9999998,4,7548076799.999999
25.59,3,1155234960.0,4,4620939840.0
33.94,3,1532187360.0,4,6128749440.0
28.14,3,1270352160.0000002,4,5081408640.000001
38.88,3,1755198720.0,4,7020794880.0
37.75,3,1704186000.0,4,6816744000.0
26.26,3,1185481440.0,4,4741925760.0
12.11,3,546693840.0,4,2186775360.0
18.75,3,846450000.0,4,3385800000.0
44.55,3,2011165200.0,4,8044660800.0
10.44,3,471303359.99999994,4,1885213439.9999998
24.18,3,1091581920.0,4,4366327680.0
39.57,3,1786348080.0,4,7145392320.0
47.76,3,2156077440.0,4,8624309760.0
14.52,3,655490880.0,4,2621963520.0
18.81,3,849158640.0,4,3396634560.0
30.5,3,1376892000.0,4,5507568000.0
30.83,3,1391789519.9999998,4,5567158079.999999
42.38,3,1913202720.0000002,4,7652810880.000001
28.82,3,1301050080.0,4,5204200320.0
48.89,3,2207090160.0,4,8828360640.0
36.3,3,1638727199.9999998,4,6554908799.999999
23.13,3,1044180720.0,4,4176722880.0
47.04,3,2123573760.0,4,8494295040.0
40.38,3,1822914720.0,4,7291658880.0
15.57,3,702892080.0000001,4,2811568320.0000005
28.61,3,1291569839.9999998,4,5166279359.999999
20.95,3,945766800.0,4,3783067200.0
17.94,3,809883360.0,4,3239533440.0
47.36,3,2138019840.0,4,8552079360.0
39.53,3,1784542320.0,4,7138169280.0
26.43,3,1193155920.0,4,4772623680.0
18.42,3,831552480.0000001,4,3326209920.0000005
26.04,3,1175549760.0,4,4702199040.0
45.47,3,2052697679.9999998,4,8210790719.999999
49.55,3,2236885200.0,4,8947540800.0
37.45,3,1690642800.0000002,4,6762571200.000001
19.49,3,879856559.9999999,4,3519426239.9999995
27.65,3,1248231600.0,4,4992926400.0
47.0,3,2121768000.0,4,8487072000.0
30.67,3,1384566480.0000002,4,5538265920.000001
42.97,3,1939837679.9999998,4,7759350719.999999
29.22,3,1319107680.0,4,5276430720.0
17.63,3,795888719.9999999,4,3183554879.9999995
26.07,3,1176904080.0,4,4707616320.0
31.1,3,1403978400.0,4,5615913600.0
12.38,3,558882720.0,4,2235530880.0
46.6,3,2103710400.0,4,8414841600.0
38.91,3,1756553039.9999998,4,7026212159.999999
43.44,3,1961055360.0,4,7844221440.0
16.39,3,739910160.0,4,2959640640.0
32.33,3,1459505519.9999998,4,5838022079.999999
39.82,3,1797634080.0,4,7190536320.0
24.16,3,1090679040.0,4,4362716160.0
44.87,3,2025611279.9999998,4,8102445119.999999
23.27,3,1050500880.0,4,4202003520.0
23.29,3,1051403759.9999999,4,4205615039.9999995
20.73,3,935835120.0,4,3743340480.0
37.27,3,1682516880.0000002,4,6730067520.000001
21.8,3,984139200.0,4,3936556800.0
37.23,3,1680711119.9999998,4,6722844479.999999
13.27,3,599060880.0,4,2396243520.0
28.18,3,1272157920.0,4,5088631680.0
46.92,3,2118156480.0000002,4,8472625920.000001
34.34,3,1550244960.0000002,4,6200979840.000001
26.66,3,1203539040.0,4,4814156160.0
36.8,3,1661299199.9999998,4,6645196799.999999
11.46,3,517350240.00000006,4,2069400960.0000002
32.71,3,1476660240.0,4,5906640960.0
22.14,3,999488160.0000001,4,3997952640.0000005
35.05,3,1582297199.9999998,4,6329188799.999999
22.31,3,1007162639.9999999,4,4028650559.9999995
22.56,3,1018448639.9999999,4,4073794559.9999995
19.16,3,864959040.0,4,3459836160.0
21.5,3,970596000.0,4,3882384000.0
41.61,3,1878441839.9999998,4,7513767359.999999
39.23,3,1770999119.9999998,4,7083996479.999999
17.37,3,784151280.0000001,4,3136605120.0000005
46.58,3,2102807519.9999998,4,8411230079.999999
27.06,3,1221596639.9999998,4,4886386559.999999
24.09,3,1087518960.0,4,4350075840.0
23.94,3,1080747360.0000002,4,4322989440.000001
14.68,3,662713919.9999999,4,2650855679.9999995
23.78,3,1073524320.0,4,4294097280.0
49.18,3,2220181920.0,4,8880727680.0
49.1,3,2216570400.0,4,8866281600.0
42.07,3,1899208080.0000002,4,7596832320.000001
35.48,3,1601709119.9999998,4,6406836479.999999
38.0,3,1715472000.0,4,6861888000.0
37.95,3,1713214800.0000002,4,6852859200.000001
25.7,3,1160200800.0,4,4640803200.0
32.18,3,1452733920.0,4,5810935680.0
15.67,3,707406480.0,4,2829625920.0
18.1,3,817106400.0000001,4,3268425600.0000005
19.5,3,880308000.0,4,3521232000.0
16.01,3,722755440.0000001,4,2891021760.0000005
25.15,3,1135371600.0,4,4541486400.0
42.78,3,1931260320.0000002,4,7725041280.000001
30.46,3,1375086240.0,4,5500344960.0
31.76,3,1433773440.0,4,5735093760.0
32.9,3,1485237600.0,4,5940950400.0
28.74,3,1297438560.0,4,5189754240.0
42.14,3,1902368160.0,4,7609472640.0
38.31,3,1729466640.0,4,6917866560.0
46.16,3,2083847039.9999998,4,8335388159.999999
42.6,3,1923134400.0,4,7692537600.0
38.79,3,1751135760.0,4,7004543040.0
24.15,3,1090227600.0,4,4360910400.0
45.44,3,2051343360.0,4,8205373440.0
35.62,3,1608029280.0,4,6432117120.0
46.21,3,2086104240.0,4,8344416960.0
27.52,3,1242362880.0,4,4969451520.0
33.7,3,1521352800.0000002,4,6085411200.000001
29.9,3,1349805600.0,4,5399222400.0
35.13,3,1585908720.0,4,6343634880.0
10.52,3,474914879.99999994,4,1899659519.9999998
32.14,3,1450928160.0000002,4,5803712640.000001
19.0,3,857736000.0,4,3430944000.0
34.16,3,1542119039.9999998,4,6168476159.999999
12.46,3,562494240.0000001,4,2249976960.0000005
32.89,3,1484786160.0000002,4,5939144640.000001
36.33,3,1640081519.9999998,4,6560326079.999999
13.49,3,608992560.0,4,2435970240.0
40.69,3,1836909360.0,4,7347637440.0
20.66,3,932675040.0,4,3730700160.0
41.39,3,1868510160.0000002,4,7474040640.000001
20.71,3,934932240.0000001,4,3739728960.0000005
28.14,3,1270352160.0000002,4,5081408640.000001
14.84,3,669936960.0,4,2679747840.0
49.5,3,2234628000.0,4,8938512000.0
45.89,3,2071658160.0,4,8286632640.0
10.15,3,458211600.0,4,1832846400.0
46.62,3,2104613279.9999998,4,8418453119.999999
34.23,3,1545279119.9999998,4,6181116479.999999
15.53,3,701086319.9999999,4,2804345279.9999995
24.48,3,1105125120.0,4,4420500480.0
36.87,3,1664459280.0,4,6657837120.0
36.81,3,1661750640.0,4,6647002560.0
21.78,3,983236320.0,4,3932945280.0
47.33,3,2136665519.9999998,4,8546662079.999999
29.36,3,1325427839.9999998,4,5301711359.999999
46.46,3,2097390240.0,4,8389560960.0
38.86,3,1754295839.9999998,4,7017183359.999999
